12.27:09.13.23 INFO	ru.sfedu.shop.Main:55 - 
>
12.27:09.13.33 INFO	ru.sfedu.shop.Main:55 - 
>
12.27:09.13.40 INFO	ru.sfedu.shop.Main:55 - 
>
12.27:09.14.28 INFO	ru.sfedu.shop.Main:55 - 
>
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895393;Pavel;Zorge 1 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895407;Pavel;Zorge 2 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895431;Pavel;Zorge 3 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895458;Pavel;Zorge 4 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895478;Pavel;Zorge 5 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895509;Pavel;Zorge 6 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895539;Pavel;Zorge 7 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895554;Pavel;Zorge 8 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895580;Pavel;Zorge 9 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:91 - 1482784895652;Pavel;Zorge 10 zh;9876543456;pasha@mail.ru
12.27:09.14.35 INFO	ru.sfedu.shop.Main:55 - 
>
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894234;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894283;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894364;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894419;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894455;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894485;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894521;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894577;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894628;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:91 - 1482784894671;876543;1482784894225;19122016;sended;1482784894225;3.0
12.27:09.14.46 INFO	ru.sfedu.shop.Main:55 - 
>
01.07:19.17.29 INFO	ru.sfedu.shop.Main:52 - 
>
01.07:19.17.38 INFO	ru.sfedu.shop.Main:52 - 
>
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894234;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894283;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894364;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894419;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894455;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894485;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894521;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894577;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894628;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:67 - 1482784894671;876543;1482784894225;19122016;sended;1482784894225;3.0
01.07:19.17.47 INFO	ru.sfedu.shop.Main:52 - 
>
01.08:10.03.50ERROR	ru.sfedu.shop.Main:93 - Error: java.lang.Exception: Products count is few
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784894713; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895886; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895899; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895933; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895951; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895971; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784895989; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784896012; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784896041; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784896056; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482784896082; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821367704; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821369941; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821369983; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370035; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370092; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370138; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370231; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370272; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370312; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370388; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821370472; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821425112; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821427902; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821427951; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821427993; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428037; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428081; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428128; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428192; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428235; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428301; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821428385; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821849942; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853547; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853613; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853688; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853769; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853861; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821853974; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821854049; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821854134; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821854211; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482821854291; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822066725; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071360; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071447; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071527; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071626; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071709; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071788; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822071881; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822072009; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822072135; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822072301; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822211004; name - desk; price - 100.0; amount - 40
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215433; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215533; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215631; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215733; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215865; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822215974; name - desk; price - 100.0; amount - 5
01.08:10.03.55TRACE	ru.sfedu.shop.Main:44 - id - 1482822216054; name - desk; price - 100.0; amount - 5
